event_id,user_id,event_time,event_date,session_id,event_name,feature
E001258,U0067,2026-01-09 09:02:00,2026-01-09,U0067-000,session_started,
E001259,U0067,2026-01-09 09:05:00,2026-01-09,U0067-000,lesson_started,
E001085,U0060,2026-01-09 09:39:00,2026-01-09,U0060-001,session_started,
E001086,U0060,2026-01-09 09:41:00,2026-01-09,U0060-001,project_created,
E001087,U0060,2026-01-09 09:42:00,2026-01-09,U0060-001,lesson_started,
E001088,U0060,2026-01-09 09:55:00,2026-01-09,U0060-001,feature_used,progress_tracker
E000119,U0006,2026-01-10 08:00:00,2026-01-10,,signed_up,
E001640,U0086,2026-01-10 09:02:00,2026-01-10,U0086-004,session_started,
E001641,U0086,2026-01-10 09:05:00,2026-01-10,U0086-004,lesson_started,
E000120,U0006,2026-01-10 09:09:00,2026-01-10,U0006-000,session_started,
E000121,U0006,2026-01-10 09:12:00,2026-01-10,U0006-000,lesson_started,
E001642,U0086,2026-01-10 09:17:00,2026-01-10,U0086-004,feature_used,template_library
E001089,U0060,2026-01-10 09:56:00,2026-01-10,U0060-002,session_started,
E001090,U0060,2026-01-10 09:59:00,2026-01-10,U0060-002,lesson_started,
E001091,U0060,2026-01-10 10:11:00,2026-01-10,U0060-002,feature_used,template_library
E000013,U0002,2026-01-11 08:00:00,2026-01-11,,signed_up,
E000027,U0003,2026-01-11 08:00:00,2026-01-11,,signed_up,
E000657,U0035,2026-01-11 08:00:00,2026-01-11,,signed_up,
E001011,U0057,2026-01-11 08:00:00,2026-01-11,,signed_up,
E001465,U0079,2026-01-11 08:00:00,2026-01-11,,signed_up,
E001643,U0086,2026-01-11 09:03:00,2026-01-11,U0086-005,session_started,
E001012,U0057,2026-01-11 09:05:00,2026-01-11,U0057-000,session_started,
E001644,U0086,2026-01-11 09:06:00,2026-01-11,U0086-005,lesson_started,
E001013,U0057,2026-01-11 09:08:00,2026-01-11,U0057-000,lesson_started,
E001645,U0086,2026-01-11 09:18:00,2026-01-11,U0086-005,feature_used,template_library
E001014,U0057,2026-01-11 09:20:00,2026-01-11,U0057-000,feature_used,template_library
E001015,U0057,2026-01-11 09:22:00,2026-01-11,U0057-000,feature_used,collaboration
E000045,U0004,2026-01-11 09:26:00,2026-01-11,U0004-003,session_started,
E000046,U0004,2026-01-11 09:29:00,2026-01-11,U0004-003,lesson_started,
E001466,U0079,2026-01-11 09:31:00,2026-01-11,U0079-000,session_started,
E001467,U0079,2026-01-11 09:33:00,2026-01-11,U0079-000,project_created,
E000028,U0003,2026-01-11 09:34:00,2026-01-11,U0003-000,session_started,
E001468,U0079,2026-01-11 09:34:00,2026-01-11,U0079-000,lesson_started,
E000029,U0003,2026-01-11 09:37:00,2026-01-11,U0003-000,lesson_started,
E000658,U0035,2026-01-11 09:38:00,2026-01-11,U0035-000,session_started,
E001469,U0079,2026-01-11 09:39:00,2026-01-11,U0079-000,lesson_completed,
E000659,U0035,2026-01-11 09:41:00,2026-01-11,U0035-000,lesson_started,
E000047,U0004,2026-01-11 09:42:00,2026-01-11,U0004-003,feature_used,progress_tracker
E000030,U0003,2026-01-11 09:49:00,2026-01-11,U0003-000,feature_used,template_library
E000660,U0035,2026-01-11 09:53:00,2026-01-11,U0035-000,feature_used,template_library
E000661,U0035,2026-01-11 09:54:00,2026-01-11,U0035-000,feature_used,progress_tracker
E000014,U0002,2026-01-11 09:55:00,2026-01-11,U0002-000,session_started,
E000015,U0002,2026-01-11 09:57:00,2026-01-11,U0002-000,project_created,
E000016,U0002,2026-01-11 09:58:00,2026-01-11,U0002-000,lesson_started,
E000017,U0002,2026-01-11 10:10:00,2026-01-11,U0002-000,feature_used,template_library
E000018,U0002,2026-01-11 10:11:00,2026-01-11,U0002-000,feature_used,progress_tracker
E000632,U0033,2026-01-12 08:00:00,2026-01-12,,signed_up,
E001470,U0079,2026-01-12 09:31:00,2026-01-12,U0079-001,session_started,
E001471,U0079,2026-01-12 09:34:00,2026-01-12,U0079-001,lesson_started,
E000633,U0033,2026-01-12 09:46:00,2026-01-12,U0033-000,session_started,
E001472,U0079,2026-01-12 09:47:00,2026-01-12,U0079-001,feature_used,progress_tracker
E000634,U0033,2026-01-12 09:49:00,2026-01-12,U0033-000,lesson_started,
E000076,U0005,2026-01-12 09:52:00,2026-01-12,U0005-006,session_started,
E000077,U0005,2026-01-12 09:55:00,2026-01-12,U0005-006,lesson_started,
E000078,U0005,2026-01-12 10:07:00,2026-01-12,U0005-006,feature_used,template_library
E000079,U0005,2026-01-12 10:08:00,2026-01-12,U0005-006,feature_used,progress_tracker
E000447,U0023,2026-01-13 08:00:00,2026-01-13,,signed_up,
E000533,U0028,2026-01-13 08:00:00,2026-01-13,,signed_up,
E002278,U0118,2026-01-13 08:00:00,2026-01-13,,signed_up,
E000865,U0048,2026-01-13 09:14:00,2026-01-13,U0048-008,session_started,
E000048,U0004,2026-01-13 09:16:00,2026-01-13,U0004-005,session_started,
E000866,U0048,2026-01-13 09:17:00,2026-01-13,U0048-008,lesson_started,
E000049,U0004,2026-01-13 09:18:00,2026-01-13,U0004-005,project_created,
E000050,U0004,2026-01-13 09:19:00,2026-01-13,U0004-005,lesson_started,
E000534,U0028,2026-01-13 09:23:00,2026-01-13,U0028-000,session_started,
E000051,U0004,2026-01-13 09:24:00,2026-01-13,U0004-005,lesson_completed,
E000535,U0028,2026-01-13 09:26:00,2026-01-13,U0028-000,lesson_started,
E000867,U0048,2026-01-13 09:29:00,2026-01-13,U0048-008,feature_used,template_library
E000868,U0048,2026-01-13 09:30:00,2026-01-13,U0048-008,feature_used,progress_tracker
E000052,U0004,2026-01-13 09:31:00,2026-01-13,U0004-005,feature_used,template_library
E000053,U0004,2026-01-13 09:32:00,2026-01-13,U0004-005,feature_used,progress_tracker
E000662,U0035,2026-01-13 09:32:00,2026-01-13,U0035-002,session_started,
E002279,U0118,2026-01-13 09:32:00,2026-01-13,U0118-000,session_started,
E000663,U0035,2026-01-13 09:35:00,2026-01-13,U0035-002,lesson_started,
E002280,U0118,2026-01-13 09:35:00,2026-01-13,U0118-000,lesson_started,
E000536,U0028,2026-01-13 09:38:00,2026-01-13,U0028-000,feature_used,template_library
E000664,U0035,2026-01-13 09:47:00,2026-01-13,U0035-002,feature_used,template_library
E002281,U0118,2026-01-13 09:47:00,2026-01-13,U0118-000,feature_used,template_library
E000448,U0023,2026-01-13 09:59:00,2026-01-13,U0023-000,session_started,
E000449,U0023,2026-01-13 10:01:00,2026-01-13,U0023-000,project_created,
E000450,U0023,2026-01-13 10:02:00,2026-01-13,U0023-000,lesson_started,
E000451,U0023,2026-01-13 10:07:00,2026-01-13,U0023-000,lesson_completed,
E000452,U0023,2026-01-13 10:15:00,2026-01-13,U0023-000,feature_used,progress_tracker
E000291,U0015,2026-01-14 08:00:00,2026-01-14,,signed_up,
E000986,U0055,2026-01-14 08:00:00,2026-01-14,,signed_up,
E001110,U0061,2026-01-14 08:00:00,2026-01-14,,signed_up,
E002257,U0116,2026-01-14 08:00:00,2026-01-14,,signed_up,
E002301,U0120,2026-01-14 08:00:00,2026-01-14,,signed_up,
E002302,U0120,2026-01-14 09:23:00,2026-01-14,U0120-000,session_started,
E001111,U0061,2026-01-14 09:25:00,2026-01-14,U0061-000,session_started,
E002303,U0120,2026-01-14 09:25:00,2026-01-14,U0120-000,project_created,
E000987,U0055,2026-01-14 09:26:00,2026-01-14,U0055-000,session_started,
E002304,U0120,2026-01-14 09:26:00,2026-01-14,U0120-000,lesson_started,
E001112,U0061,2026-01-14 09:28:00,2026-01-14,U0061-000,lesson_started,
E000988,U0055,2026-01-14 09:29:00,2026-01-14,U0055-000,lesson_started,
E002305,U0120,2026-01-14 09:31:00,2026-01-14,U0120-000,lesson_completed,
E002306,U0120,2026-01-14 09:38:00,2026-01-14,U0120-000,feature_used,template_library
E002307,U0120,2026-01-14 09:39:00,2026-01-14,U0120-000,feature_used,progress_tracker
E002258,U0116,2026-01-14 09:47:00,2026-01-14,U0116-000,session_started,
E002259,U0116,2026-01-14 09:49:00,2026-01-14,U0116-000,project_created,
E002260,U0116,2026-01-14 09:50:00,2026-01-14,U0116-000,lesson_started,
E000292,U0015,2026-01-14 09:55:00,2026-01-14,U0015-000,session_started,
E000293,U0015,2026-01-14 09:58:00,2026-01-14,U0015-000,lesson_started,
E002261,U0116,2026-01-14 10:02:00,2026-01-14,U0116-000,feature_used,template_library
E002262,U0116,2026-01-14 10:03:00,2026-01-14,U0116-000,feature_used,progress_tracker
E000294,U0015,2026-01-14 10:10:00,2026-01-14,U0015-000,feature_used,template_library
E000411,U0021,2026-01-15 08:00:00,2026-01-15,,signed_up,
E000607,U0032,2026-01-15 08:00:00,2026-01-15,,signed_up,
E000933,U0052,2026-01-15 08:00:00,2026-01-15,,signed_up,
E000934,U0052,2026-01-15 09:11:00,2026-01-15,U0052-000,session_started,
E000935,U0052,2026-01-15 09:13:00,2026-01-15,U0052-000,project_created,
E000936,U0052,2026-01-15 09:14:00,2026-01-15,U0052-000,lesson_started,
E000937,U0052,2026-01-15 09:26:00,2026-01-15,U0052-000,feature_used,template_library
E000938,U0052,2026-01-15 09:27:00,2026-01-15,U0052-000,feature_used,progress_tracker
E000608,U0032,2026-01-15 09:46:00,2026-01-15,U0032-000,session_started,
E000080,U0005,2026-01-15 09:48:00,2026-01-15,U0005-009,session_started,
E000609,U0032,2026-01-15 09:48:00,2026-01-15,U0032-000,project_created,
E001113,U0061,2026-01-15 09:48:00,2026-01-15,U0061-001,session_started,
E000610,U0032,2026-01-15 09:49:00,2026-01-15,U0032-000,lesson_started,
E001114,U0061,2026-01-15 09:50:00,2026-01-15,U0061-001,project_created,
E000081,U0005,2026-01-15 09:51:00,2026-01-15,U0005-009,lesson_started,
E001115,U0061,2026-01-15 09:51:00,2026-01-15,U0061-001,lesson_started,
E000412,U0021,2026-01-15 09:59:00,2026-01-15,U0021-000,session_started,
E000611,U0032,2026-01-15 10:01:00,2026-01-15,U0032-000,feature_used,template_library
E000413,U0021,2026-01-15 10:02:00,2026-01-15,U0021-000,lesson_started,
E000082,U0005,2026-01-15 10:03:00,2026-01-15,U0005-009,feature_used,template_library
E001116,U0061,2026-01-15 10:03:00,2026-01-15,U0061-001,feature_used,template_library
E001117,U0061,2026-01-15 10:04:00,2026-01-15,U0061-001,feature_used,progress_tracker
E002152,U0111,2026-01-16 08:00:00,2026-01-16,,signed_up,
E001260,U0067,2026-01-16 09:01:00,2026-01-16,U0067-007,session_started,
E001261,U0067,2026-01-16 09:04:00,2026-01-16,U0067-007,lesson_started,
E001262,U0067,2026-01-16 09:16:00,2026-01-16,U0067-007,feature_used,template_library
E000083,U0005,2026-01-16 09:20:00,2026-01-16,U0005-010,session_started,
E000084,U0005,2026-01-16 09:23:00,2026-01-16,U0005-010,lesson_started,
E000537,U0028,2026-01-16 09:31:00,2026-01-16,U0028-003,session_started,
E000538,U0028,2026-01-16 09:34:00,2026-01-16,U0028-003,lesson_started,
E002153,U0111,2026-01-16 09:35:00,2026-01-16,U0111-000,session_started,
E000085,U0005,2026-01-16 09:36:00,2026-01-16,U0005-010,feature_used,progress_tracker
E002154,U0111,2026-01-16 09:38:00,2026-01-16,U0111-000,lesson_started,
E002155,U0111,2026-01-16 09:51:00,2026-01-16,U0111-000,feature_used,progress_tracker
E000564,U0029,2026-01-17 08:00:00,2026-01-17,,signed_up,
E001228,U0065,2026-01-17 08:00:00,2026-01-17,,signed_up,
E001560,U0083,2026-01-17 08:00:00,2026-01-17,,signed_up,
E001578,U0084,2026-01-17 08:00:00,2026-01-17,,signed_up,
E001561,U0083,2026-01-17 09:02:00,2026-01-17,U0083-000,session_started,
E001562,U0083,2026-01-17 09:04:00,2026-01-17,U0083-000,project_created,
E001563,U0083,2026-01-17 09:05:00,2026-01-17,U0083-000,lesson_started,
E001118,U0061,2026-01-17 09:08:00,2026-01-17,U0061-003,session_started,
E001119,U0061,2026-01-17 09:11:00,2026-01-17,U0061-003,lesson_started,
E001229,U0065,2026-01-17 09:11:00,2026-01-17,U0065-000,session_started,
E001230,U0065,2026-01-17 09:14:00,2026-01-17,U0065-000,lesson_started,
E002282,U0118,2026-01-17 09:15:00,2026-01-17,U0118-004,session_started,
E002283,U0118,2026-01-17 09:17:00,2026-01-17,U0118-004,project_created,
E001564,U0083,2026-01-17 09:18:00,2026-01-17,U0083-000,feature_used,progress_tracker
E002284,U0118,2026-01-17 09:18:00,2026-01-17,U0118-004,lesson_started,
E000565,U0029,2026-01-17 09:19:00,2026-01-17,U0029-000,session_started,
E000566,U0029,2026-01-17 09:21:00,2026-01-17,U0029-000,project_created,
E000567,U0029,2026-01-17 09:22:00,2026-01-17,U0029-000,lesson_started,
E001231,U0065,2026-01-17 09:26:00,2026-01-17,U0065-000,feature_used,template_library
E000568,U0029,2026-01-17 09:27:00,2026-01-17,U0029-000,lesson_completed,
E002285,U0118,2026-01-17 09:30:00,2026-01-17,U0118-004,feature_used,template_library
E001579,U0084,2026-01-17 09:58:00,2026-01-17,U0084-000,session_started,
E001580,U0084,2026-01-17 10:01:00,2026-01-17,U0084-000,lesson_started,
E001581,U0084,2026-01-17 10:13:00,2026-01-17,U0084-000,feature_used,template_library
E000665,U0035,2026-01-18 09:34:00,2026-01-18,U0035-007,session_started,
E000666,U0035,2026-01-18 09:37:00,2026-01-18,U0035-007,lesson_started,
E000612,U0032,2026-01-18 09:40:00,2026-01-18,U0032-003,session_started,
E000086,U0005,2026-01-18 09:43:00,2026-01-18,U0005-012,session_started,
E000613,U0032,2026-01-18 09:43:00,2026-01-18,U0032-003,lesson_started,
E000087,U0005,2026-01-18 09:46:00,2026-01-18,U0005-012,lesson_started,
E001016,U0057,2026-01-18 09:54:00,2026-01-18,U0057-007,session_started,
E001017,U0057,2026-01-18 09:56:00,2026-01-18,U0057-007,project_created,
E000614,U0032,2026-01-18 09:57:00,2026-01-18,U0032-003,feature_used,collaboration
E001018,U0057,2026-01-18 09:57:00,2026-01-18,U0057-007,lesson_started,
E000088,U0005,2026-01-18 09:58:00,2026-01-18,U0005-012,feature_used,template_library
E000089,U0005,2026-01-18 09:59:00,2026-01-18,U0005-012,feature_used,progress_tracker
E001037,U0058,2026-01-19 08:00:00,2026-01-19,,signed_up,
E001658,U0087,2026-01-19 08:00:00,2026-01-19,,signed_up,
E001659,U0087,2026-01-19 09:04:00,2026-01-19,U0087-000,session_started,
E001660,U0087,2026-01-19 09:07:00,2026-01-19,U0087-000,lesson_started,
E001038,U0058,2026-01-19 09:11:00,2026-01-19,U0058-000,session_started,
E001039,U0058,2026-01-19 09:14:00,2026-01-19,U0058-000,lesson_started,
E002156,U0111,2026-01-19 09:14:00,2026-01-19,U0111-003,session_started,
E002157,U0111,2026-01-19 09:16:00,2026-01-19,U0111-003,project_created,
E002158,U0111,2026-01-19 09:17:00,2026-01-19,U0111-003,lesson_started,
E001661,U0087,2026-01-19 09:19:00,2026-01-19,U0087-000,feature_used,template_library
E001092,U0060,2026-01-19 09:29:00,2026-01-19,U0060-011,session_started,
E002159,U0111,2026-01-19 09:30:00,2026-01-19,U0111-003,feature_used,progress_tracker
E001093,U0060,2026-01-19 09:32:00,2026-01-19,U0060-011,lesson_started,
E001094,U0060,2026-01-19 09:44:00,2026-01-19,U0060-011,feature_used,template_library
E001095,U0060,2026-01-19 09:45:00,2026-01-19,U0060-011,feature_used,progress_tracker
E000090,U0005,2026-01-19 09:48:00,2026-01-19,U0005-013,session_started,
E000091,U0005,2026-01-19 09:51:00,2026-01-19,U0005-013,lesson_started,
E000092,U0005,2026-01-19 09:56:00,2026-01-19,U0005-013,lesson_completed,
E000093,U0005,2026-01-19 10:03:00,2026-01-19,U0005-013,feature_used,template_library
E000259,U0013,2026-01-20 08:00:00,2026-01-20,,signed_up,
E001040,U0058,2026-01-20 09:06:00,2026-01-20,U0058-001,session_started,
E001041,U0058,2026-01-20 09:09:00,2026-01-20,U0058-001,lesson_started,
E001042,U0058,2026-01-20 09:21:00,2026-01-20,U0058-001,feature_used,template_library
E001043,U0058,2026-01-20 09:22:00,2026-01-20,U0058-001,feature_used,progress_tracker
E001044,U0058,2026-01-20 09:23:00,2026-01-20,U0058-001,feature_used,collaboration
E000260,U0013,2026-01-20 09:25:00,2026-01-20,U0013-000,session_started,
E000261,U0013,2026-01-20 09:28:00,2026-01-20,U0013-000,lesson_started,
E000094,U0005,2026-01-20 09:40:00,2026-01-20,U0005-014,session_started,
E000262,U0013,2026-01-20 09:40:00,2026-01-20,U0013-000,feature_used,template_library
E001232,U0065,2026-01-20 09:41:00,2026-01-20,U0065-003,session_started,
E000095,U0005,2026-01-20 09:43:00,2026-01-20,U0005-014,lesson_started,
E001233,U0065,2026-01-20 09:43:00,2026-01-20,U0065-003,project_created,
E001234,U0065,2026-01-20 09:44:00,2026-01-20,U0065-003,lesson_started,
E000096,U0005,2026-01-20 09:48:00,2026-01-20,U0005-014,lesson_completed,
E001120,U0061,2026-01-20 09:52:00,2026-01-20,U0061-006,session_started,
E000097,U0005,2026-01-20 09:55:00,2026-01-20,U0005-014,feature_used,template_library
E001121,U0061,2026-01-20 09:55:00,2026-01-20,U0061-006,lesson_started,
E002308,U0120,2026-01-20 09:55:00,2026-01-20,U0120-006,session_started,
E002309,U0120,2026-01-20 09:58:00,2026-01-20,U0120-006,lesson_started,
E001122,U0061,2026-01-20 10:00:00,2026-01-20,U0061-006,lesson_completed,
E002310,U0120,2026-01-20 10:11:00,2026-01-20,U0120-006,feature_used,progress_tracker
E000368,U0019,2026-01-21 08:00:00,2026-01-21,,signed_up,
E000837,U0046,2026-01-21 08:00:00,2026-01-21,,signed_up,
E001312,U0070,2026-01-21 08:00:00,2026-01-21,,signed_up,
E000163,U0008,2026-01-21 09:09:00,2026-01-21,U0008-016,session_started,
E000164,U0008,2026-01-21 09:12:00,2026-01-21,U0008-016,lesson_started,
E001019,U0057,2026-01-21 09:12:00,2026-01-21,U0057-010,session_started,
E001020,U0057,2026-01-21 09:15:00,2026-01-21,U0057-010,lesson_started,
E000165,U0008,2026-01-21 09:17:00,2026-01-21,U0008-016,lesson_completed,
E000939,U0052,2026-01-21 09:17:00,2026-01-21,U0052-006,session_started,
E000940,U0052,2026-01-21 09:20:00,2026-01-21,U0052-006,lesson_started,
E001021,U0057,2026-01-21 09:20:00,2026-01-21,U0057-010,lesson_completed,
E000369,U0019,2026-01-21 09:21:00,2026-01-21,U0019-000,session_started,
E000370,U0019,2026-01-21 09:23:00,2026-01-21,U0019-000,project_created,
E000371,U0019,2026-01-21 09:24:00,2026-01-21,U0019-000,lesson_started,
E000166,U0008,2026-01-21 09:26:00,2026-01-21,U0008-016,feature_used,collaboration
E000372,U0019,2026-01-21 09:29:00,2026-01-21,U0019-000,lesson_completed,
E001022,U0057,2026-01-21 09:29:00,2026-01-21,U0057-010,feature_used,collaboration
E001582,U0084,2026-01-21 09:35:00,2026-01-21,U0084-004,session_started,
E000373,U0019,2026-01-21 09:37:00,2026-01-21,U0019-000,feature_used,progress_tracker
E000838,U0046,2026-01-21 09:37:00,2026-01-21,U0046-000,session_started,
E001583,U0084,2026-01-21 09:37:00,2026-01-21,U0084-004,project_created,
E001584,U0084,2026-01-21 09:38:00,2026-01-21,U0084-004,lesson_started,
E001646,U0086,2026-01-21 09:38:00,2026-01-21,U0086-015,session_started,
E000839,U0046,2026-01-21 09:39:00,2026-01-21,U0046-000,project_created,
E000840,U0046,2026-01-21 09:40:00,2026-01-21,U0046-000,lesson_started,
E001647,U0086,2026-01-21 09:41:00,2026-01-21,U0086-015,lesson_started,
E001313,U0070,2026-01-21 09:43:00,2026-01-21,U0070-000,session_started,
E000580,U0030,2026-01-21 09:46:00,2026-01-21,U0030-013,session_started,
E001314,U0070,2026-01-21 09:46:00,2026-01-21,U0070-000,lesson_started,
E000581,U0030,2026-01-21 09:49:00,2026-01-21,U0030-013,lesson_started,
E001585,U0084,2026-01-21 09:51:00,2026-01-21,U0084-004,feature_used,progress_tracker
E000841,U0046,2026-01-21 09:52:00,2026-01-21,U0046-000,feature_used,template_library
E001586,U0084,2026-01-21 09:52:00,2026-01-21,U0084-004,feature_used,collaboration
E001648,U0086,2026-01-21 09:54:00,2026-01-21,U0086-015,feature_used,progress_tracker
E001315,U0070,2026-01-21 09:58:00,2026-01-21,U0070-000,feature_used,template_library
E000582,U0030,2026-01-21 10:02:00,2026-01-21,U0030-013,feature_used,progress_tracker
E000955,U0053,2026-01-22 08:00:00,2026-01-22,,signed_up,
E001123,U0061,2026-01-22 09:07:00,2026-01-22,U0061-008,session_started,
E001124,U0061,2026-01-22 09:10:00,2026-01-22,U0061-008,lesson_started,
E001125,U0061,2026-01-22 09:19:00,2026-01-22,U0061-008,project_shared,
E000989,U0055,2026-01-22 09:25:00,2026-01-22,U0055-008,session_started,
E000990,U0055,2026-01-22 09:28:00,2026-01-22,U0055-008,lesson_started,
E001023,U0057,2026-01-22 09:32:00,2026-01-22,U0057-011,session_started,
E001024,U0057,2026-01-22 09:35:00,2026-01-22,U0057-011,lesson_started,
E000956,U0053,2026-01-22 09:42:00,2026-01-22,U0053-000,session_started,
E000957,U0053,2026-01-22 09:45:00,2026-01-22,U0053-000,lesson_started,
E001025,U0057,2026-01-22 09:48:00,2026-01-22,U0057-011,feature_used,progress_tracker
E000958,U0053,2026-01-22 09:57:00,2026-01-22,U0053-000,feature_used,template_library
E000731,U0039,2026-01-23 08:00:00,2026-01-23,,signed_up,
E000732,U0039,2026-01-23 09:29:00,2026-01-23,U0039-000,session_started,
E000733,U0039,2026-01-23 09:31:00,2026-01-23,U0039-000,project_created,
E000734,U0039,2026-01-23 09:32:00,2026-01-23,U0039-000,lesson_started,
E001316,U0070,2026-01-23 09:42:00,2026-01-23,U0070-002,session_started,
E000735,U0039,2026-01-23 09:44:00,2026-01-23,U0039-000,feature_used,template_library
E001317,U0070,2026-01-23 09:44:00,2026-01-23,U0070-002,project_created,
E001318,U0070,2026-01-23 09:45:00,2026-01-23,U0070-002,lesson_started,
E001662,U0087,2026-01-23 09:47:00,2026-01-23,U0087-004,session_started,
E001319,U0070,2026-01-23 09:50:00,2026-01-23,U0070-002,lesson_completed,
E001663,U0087,2026-01-23 09:50:00,2026-01-23,U0087-004,lesson_started,
E001320,U0070,2026-01-23 09:54:00,2026-01-23,U0070-002,project_shared,
E000667,U0035,2026-01-23 09:56:00,2026-01-23,U0035-012,session_started,
E001321,U0070,2026-01-23 09:58:00,2026-01-23,U0070-002,feature_used,progress_tracker
E000668,U0035,2026-01-23 09:59:00,2026-01-23,U0035-012,lesson_started,
E001664,U0087,2026-01-23 10:02:00,2026-01-23,U0087-004,feature_used,template_library
E001768,U0091,2026-01-24 08:00:00,2026-01-24,,signed_up,
E000098,U0005,2026-01-24 09:07:00,2026-01-24,U0005-018,session_started,
E000099,U0005,2026-01-24 09:10:00,2026-01-24,U0005-018,lesson_started,
E001045,U0058,2026-01-24 09:11:00,2026-01-24,U0058-005,session_started,
E001769,U0091,2026-01-24 09:13:00,2026-01-24,U0091-000,session_started,
E001046,U0058,2026-01-24 09:14:00,2026-01-24,U0058-005,lesson_started,
E001473,U0079,2026-01-24 09:14:00,2026-01-24,U0079-013,session_started,
E000100,U0005,2026-01-24 09:15:00,2026-01-24,U0005-018,lesson_completed,
E001770,U0091,2026-01-24 09:16:00,2026-01-24,U0091-000,lesson_started,
